SongName,ArtistName,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,URL,cluster
Ghost Of You,5 Seconds of Summer,48,0.489,0.739,8,-5.049,1,0.0397,0.0573,9.76e-06,0.105,0.472,125.003,257400,https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557,2
One More Dance (with Alida),R3HAB,55,0.651,0.939,11,-3.606,1,0.0774,0.00604,0.0,0.139,0.733,133.05,214453,https://i.scdn.co/image/ab67616d0000b2733bcb5f3652c87b48fe72fdf4,2
Feelin' U,Kelli-Leigh,69,0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,180120,https://i.scdn.co/image/ab67616d0000b273d69b00442bb699cd0099f515,2
Chun-Li,Nicki Minaj,92,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013,https://i.scdn.co/image/ab67616d0000b273540ab7c149079184e8724dc4,0
Bummerland,AJR,0,0.69,0.809,2,-4.198,1,0.0603,0.524,0.0,0.147,0.864,123.912,190800,https://i.scdn.co/image/ab67616d0000b2730f0e7900a102aaa70ed30d3e,2
All Time Low,Jon Bellion,81,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,212107,https://i.scdn.co/image/ab67616d0000b2738519af1fdbf5ea0e702a8bd2,2
Keep You Safe,SHRK,68,0.695,0.743,6,-3.85,1,0.0329,0.0786,0.0,0.0587,0.634,123.007,201254,https://i.scdn.co/image/ab67616d0000b27315b442486098c96ddbd09e7f,2
Roses,SAINt JHN,78,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853,https://i.scdn.co/image/ab67616d0000b273b340b496cb7c38d727ff40be,2
Alright (feat. Trippie Redd & Preme),Wiz Khalifa,84,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,187973,https://i.scdn.co/image/ab67616d0000b2737ebe1f550feb0efec0092a8a,1
Way Out (feat. Big Sean),Jack Harlow,0,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98,170813,https://i.scdn.co/image/ab67616d0000b273aeb14ead136118a987246b63,2
THINK ABOUT ME,jxdn,0,0.507,0.828,10,-6.023,1,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,211295,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2
Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,56,0.552,0.76,11,-6.861,0,0.0367,0.00713,0.0113,0.313,0.338,104.957,232333,https://i.scdn.co/image/ab67616d0000b2736a03e51cf2d8c29dcac67ebb,2
What You Know Bout Love,Pop Smoke,81,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,202533,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,2
for mah girl,LUUV.,83,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,https://i.scdn.co/image/ab67616d0000b2736278c636e6abba33cedef147,0
By Your Side (feat. Tom Grennan) - Oliver Heldens Remix,Calvin Harris,88,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,https://i.scdn.co/image/ab67616d0000b273063d58cbeab5e1dc5d84bd03,2
'Till I Collapse,Eminem,72,0.611,0.39,2,-5.861,0,0.116,0.625,0.0,0.118,0.617,163.897,159512,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,0
"Main Dhoondne Ko Zamaane Mein (From ""Heartless"")",Arijit Singh,54,0.79,0.625,0,-6.691,1,0.068,0.00127,0.000807,0.0786,0.773,128.975,318052,https://i.scdn.co/image/ab67616d0000b273c486f7fc6299f158d632e613,2
The Imitation Game,Alexandre Desplat,87,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,221176,https://i.scdn.co/image/ab67616d0000b273d0afb968045b025559de900c,2
Time,Hans Zimmer,96,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000,https://i.scdn.co/image/ab67616d0000b273982320da137d0de34410df61,2
Light of the Seven,Ramin Djawadi,85,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,https://i.scdn.co/image/ab67616d0000b273b8f0101e1dbcbb4d78b325a8,2
Astronaut In The Ocean,Masked Wolf,62,0.273,0.102,0,-16.843,0,0.0494,0.903,0.721,0.268,0.0583,120.378,589095,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f,3
24 (feat. Lil Baby),Money Man,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0.0,0.116,0.315,156.822,196147,https://i.scdn.co/image/ab67616d0000b273d9cbe9b9bec4732330a17c7e,2
OUT WEST (feat. Young Thug),JACKBOYS,0,0.878,0.64,0,-5.641,1,0.0591,0.142,0.0,0.0981,0.658,124.069,200524,https://i.scdn.co/image/ab67616d0000b273dfc2f59568272de50a257f2f,2
Lie,NF,82,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,https://i.scdn.co/image/ab67616d0000b2738bd5d941f9ced8e7f9c60dd4,2
Dirty Dancer,Enrique Iglesias,86,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,https://i.scdn.co/image/ab67616d0000b273f6fa4a75fccc308f26c726c6,2
Sometimes,DallasK,79,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729,https://i.scdn.co/image/ab67616d0000b273d888f2eef159a1ed846c2870,2
Push & Pull,Georgia Webster,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0.0,0.162,0.333,127.099,217867,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,2
She Gets the Flowers,Beth McCarthy,90,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507,https://i.scdn.co/image/ab67616d0000b27325f8405885a31bc4bf685edf,1
Never Be Lonely,Gigi D'Agostino,61,0.702,0.0474,3,-15.198,0,0.526,0.00516,1.22e-06,0.147,0.175,102.983,52062,https://i.scdn.co/image/ab67616d0000b273a1d3ca82b712927a48774655,1
Through The Storm,Don Diablo,74,0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944,187453,https://i.scdn.co/image/ab67616d0000b2738cfc9480119727192bde23af,0
Sweater Weather,The Neighbourhood,52,0.9,0.649,2,-6.365,1,0.197,0.00378,2.06e-06,0.0873,0.658,93.99,173640,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,2
See You Again (feat. Charlie Puth),Wiz Khalifa,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747,https://i.scdn.co/image/ab67616d0000b2734e5df11b17b2727da2b718d8,1
Daddy Issues,The Neighbourhood,71,0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,223504,https://i.scdn.co/image/ab67616d0000b2733066581d697fbdee4303d685,2
XO,EDEN,84,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382,https://i.scdn.co/image/ab67616d0000b273653887a83332de0350151f10,2
Chandelier,Sia,75,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,179405,https://i.scdn.co/image/ab67616d0000b2735d199c9f6e6562aafa5aa357,1
I Want You To Know,Zedd,87,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,https://i.scdn.co/image/ab67616d0000b273d040bc5b46915b49a64d7b1d,2
Tick Tock (feat. 24kGoldn),Clean Bandit,83,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,220293,https://i.scdn.co/image/ab67616d0000b2733ec9036a9f7289e924194bec,2
Life's A Mess (feat. Halsey),Juice WRLD,91,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,1
Legends,Juice WRLD,91,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,https://i.scdn.co/image/ab67616d0000b27365233dedc44bbc41ca434c49,1
Hollywood's Bleeding,Post Malone,74,0.677,0.688,0,-4.058,0,0.0633,0.138,0.0,0.114,0.198,98.049,240429,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,2
Change My Clothes,Dream,82,0.796,0.572,8,-7.03,0,0.0545,0.416,2.55e-05,0.0975,0.304,98.967,206061,https://i.scdn.co/image/ab67616d0000b27362203a8dd802c65103193dbe,2
Hurricane,Kanye West,62,0.442,0.412,10,-10.675,1,0.0377,0.781,0.0237,0.15,0.235,176.019,246136,https://i.scdn.co/image/ab67616d0000b2738060365b213bcfb606c521a6,0
Donda Chant,Kanye West,69,0.475,0.124,2,-9.463,1,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,0
Jail,Kanye West,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,https://i.scdn.co/image/ab67616d0000b2737bb8a221711b74ed25b787b7,0
Donda,Kanye West,74,0.617,0.684,0,-3.618,1,0.0439,0.0545,0.0,0.104,0.295,132.113,150867,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,2
Close Your Eyes - Spotify Singles,LP Giobbi,64,0.652,0.715,0,-5.919,1,0.0388,0.0291,0.0,0.156,0.617,97.981,191036,https://i.scdn.co/image/ab67616d0000b27390e3aa56d61bb1b022fcda6e,2
Stay A Little Longer,Anushka Shahaney,64,0.652,0.715,0,-5.919,1,0.0388,0.0291,0.0,0.156,0.617,97.981,191036,https://i.scdn.co/image/ab67616d0000b2735074bd0894cb1340b8d8a678,2
older,Nightly,71,0.668,0.886,0,-3.474,1,0.117,0.0417,0.0,0.459,0.503,142.002,278640,https://i.scdn.co/image/ab67616d0000b273352b3ced3f510b351e02b058,1
Jesus Lord pt 2,Kanye West,72,0.563,0.902,1,-4.586,0,0.402,0.0545,0.0,0.0524,0.559,171.999,227907,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,1
Believe What I Say,Kanye West,70,0.457,0.899,10,-2.591,0,0.132,0.0019,0.0,0.831,0.298,147.268,215510,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,1
Butterflies,GASHI,0,0.461,0.803,9,-3.518,1,0.0564,0.114,7.47e-05,0.225,0.237,136.18,188000,https://i.scdn.co/image/ab67616d0000b2737d754c028dfe344882a2f3e8,2
Roses,GASHI,64,0.652,0.715,0,-5.919,1,0.0388,0.0291,0.0,0.156,0.617,97.981,191036,https://i.scdn.co/image/ab67616d0000b273b340b496cb7c38d727ff40be,2
Better Days,Arman Cekin,66,0.584,0.607,11,-6.605,1,0.0356,0.426,0.0,0.101,0.374,117.817,194827,https://i.scdn.co/image/ab67616d0000b27359a3d5c459ba5c91486f6157,0
Reasons,COTIS,65,0.651,0.7,1,-4.264,0,0.0318,0.352,0.0,0.061,0.214,104.964,205714,https://i.scdn.co/image/ab67616d0000b27345961774a8db73a1b5f77d84,2
NIGHTRIDER,Arizona Zervas,55,0.249,0.732,1,-6.455,1,0.104,0.182,0.0,0.117,0.328,169.896,225882,https://i.scdn.co/image/ab67616d0000b27368f04df4bfa3212b88843710,0
TLC,Sy Ari Da Kid,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,https://i.scdn.co/image/ab67616d0000b27361ffafd5e31a37336531cf95,0
No Promises (feat. Demi Lovato),Cheat Codes,72,0.349,0.446,1,-11.327,1,0.0522,0.827,0.00722,0.0808,0.141,79.338,237794,https://i.scdn.co/image/ab67616d0000b273e74ecdb2f1316c8f026970a8,0
rockstar (feat. 21 Savage),Post Malone,84,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,0
Congratulations,Post Malone,79,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,230333,https://i.scdn.co/image/ab67616d0000b273a3f1d0826bd2632ab8ec0860,2
Better Now,Post Malone,89,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,2
Only Wanna Be With You - Pokémon 25 Version,Post Malone,88,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,https://i.scdn.co/image/ab67616d0000b273d06b152b24e9357e81c460fe,2
Hold On,Chord Overstreet,87,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,https://i.scdn.co/image/ab67616d0000b273c60473419a4ce96822541181,2
Tattoo,Jordin Sparks,83,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6,2
Bad Habits - Acoustic Version,Ed Sheeran,63,0.71,0.415,8,-9.561,1,0.0908,0.902,0.00236,0.149,0.418,92.016,86749,https://i.scdn.co/image/ab67616d0000b273006d456ac41a8dc73a0b67cc,0
Addict Of Magic,Picture This,51,0.711,0.721,11,-7.243,1,0.161,0.0619,0.0,0.112,0.68,82.5,165859,https://i.scdn.co/image/ab67616d0000b27331bb54a39c7681c8db1a06f0,2
You should be sad,Halsey,75,0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,221013,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd,1
Psycho (feat. Ty Dolla $ign),Post Malone,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,2
Not Afraid,Eminem,0,0.69,0.809,2,-4.198,1,0.0603,0.524,0.0,0.147,0.864,123.912,190800,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,2
exile,Taylor Swift,55,0.579,0.402,2,-9.687,1,0.0392,0.777,0.0,0.316,0.516,152.067,189628,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,0
my ex's best friend (with blackbear),Machine Gun Kelly,67,0.614,0.605,0,-5.63,1,0.0319,0.21,0.0,0.162,0.333,127.099,217867,https://i.scdn.co/image/ab67616d0000b273d4d4929a3a86fe2f9fadbd42,2
exile (feat. Bon Iver) - the long pond studio sessions,Taylor Swift,85,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600,https://i.scdn.co/image/ab67616d0000b2734e265291f29fd8686d3dc3b4,0
Is It Just Me? (feat. Charlie Puth),Sasha Alex Sloan,90,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,https://i.scdn.co/image/ab67616d0000b2733d959a929b52a36362378ae3,2
Getaway Car,Taylor Swift,78,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,225147,https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b,2
Feel,FLETCHER,62,0.78,0.684,0,-5.758,1,0.0636,0.17,0.0,0.105,0.732,149.916,173467,https://i.scdn.co/image/ab67616d0000b27389b0f194917aa7ec139a15f3,2
Dancing With Your Ghost,Sasha Alex Sloan,0,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,https://i.scdn.co/image/ab67616d0000b273141cf717cd3993690358a60c,1
Tightrope,ZAYN,82,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,https://i.scdn.co/image/ab67616d0000b273f160ff1c91caffd9e24cc736,2
Liability,Lorde,36,0.613,0.731,8,-3.993,1,0.0625,0.177,0.0,0.107,0.322,107.071,226542,https://i.scdn.co/image/ab67616d0000b273f8553e18a11209d4becd0336,2
willow,Taylor Swift,80,0.827,0.731,4,-5.524,0,0.088,0.13,0.0,0.418,0.607,118.992,172833,https://i.scdn.co/image/ab67616d0000b27333b8541201f1ef38941024be,2
Walked Through Hell,Anson Seabra,81,0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,213307,https://i.scdn.co/image/ab67616d0000b2735afa16bad57ffdf82f4b8a2e,2
could cry just thinkin about you - Full Version,Troye Sivan,0,0.69,0.809,2,-4.198,1,0.0603,0.524,0.0,0.147,0.864,123.912,190800,https://i.scdn.co/image/ab67616d0000b273fe27857e49e994ad7f4b8b8e,2
Toxic,AP Dhillon,61,0.703,0.628,0,-5.914,1,0.203,0.364,0.0,0.384,0.471,138.032,205217,https://i.scdn.co/image/ab67616d0000b273ee07023115f822012390d2a0,1
Insane,AP Dhillon,54,0.649,0.758,10,-5.647,0,0.0581,0.0364,4.12e-05,0.36,0.737,120.001,167811,https://i.scdn.co/image/ab67616d0000b273f26219080879cd317b98ece8,2
Nit Nit,Jasleen Royal,87,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,221176,https://i.scdn.co/image/ab67616d0000b273056a62b48a090d88c1d762fd,2
Saint-Tropez,Post Malone,58,0.692,0.461,9,-8.847,1,0.0984,0.0437,0.0,0.0876,0.771,180.036,195213,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,2
Can't Be Touched (feat. Mr. Magic & Trouble),Roy Jones Jr.,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,https://i.scdn.co/image/ab67616d0000b273582f703c73240fe327aa05d6,0
Superman,Eminem,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,0
RAP DEVIL,Machine Gun Kelly,80,0.805,0.33,1,-8.712,0,0.1,0.22,0.0,0.105,0.211,121.97,242983,https://i.scdn.co/image/ab67616d0000b273ed882d7c9151009310f0613a,0
Warm Up,NF,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0.0,0.116,0.315,156.822,196147,https://i.scdn.co/image/ab67616d0000b273df20e92b01eaa7559e1f38a7,2
Numb / Encore,JAY-Z,57,0.443,0.579,6,-6.517,0,0.187,0.125,0.0,0.284,0.256,83.827,240437,https://i.scdn.co/image/ab67616d0000b2737282412ad025c14f7039f516,1
Remember the Name (feat. Styles of Beyond),Fort Minor,0,0.69,0.809,2,-4.198,1,0.0603,0.524,0.0,0.147,0.864,123.912,190800,https://i.scdn.co/image/ab67616d0000b273100fb4649eae80922bf1acbf,2
Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,81,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,206880,https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259,2
Space Bound,Eminem,81,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,2
We Own It (Fast & Furious),2 Chainz,76,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947,https://i.scdn.co/image/ab67616d0000b2733f04ce56f3786307572fc944,2
Purple Lamborghini (with Rick Ross),Skrillex,81,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,https://i.scdn.co/image/ab67616d0000b273602b6507f5289db71603c2f4,2
Broken,Lund,78,0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,211360,https://i.scdn.co/image/ab67616d0000b27343a17898d5a7a94e2277c4a0,2
Waiting,Vicetone,75,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347,https://i.scdn.co/image/ab67616d0000b2735393c5d3cac806092a9bc468,2
Hurts Sometimes (with Jonathan Mendelsohn),SLANDER,83,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,https://i.scdn.co/image/ab67616d0000b2734307a6e5f992a031b7fb00bf,2
Didn't I,OneRepublic,77,0.585,0.696,4,-5.6,0,0.0307,0.204,0.0,0.344,0.522,104.01,217640,https://i.scdn.co/image/ab67616d0000b2733d0128eee321aae2467aec37,2
Youngblood,5 Seconds of Summer,72,0.611,0.462,0,-7.054,1,0.0646,0.558,1.01e-06,0.131,0.377,59.635,215230,https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557,0
don't say you love me,joan,74,0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049,158900,https://i.scdn.co/image/ab67616d0000b273b0028789aef74d8a0a0e21a7,1
Just For Me (with SZA) - Space Jam: A New Legacy,SAINt JHN,87,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,https://i.scdn.co/image/ab67616d0000b273d0126e53352bb15e3e232643,1
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,77,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,https://i.scdn.co/image/ab67616d0000b2731c04efd2804b16cf689de7f0,0
Violent,carolesdaughter,77,0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968,168685,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2,2
don't fall,44phantom,64,0.74,0.592,1,-5.003,0,0.0879,0.0173,0.0,0.276,0.379,140.093,181714,https://i.scdn.co/image/ab67616d0000b273c2c6258f39708c584c511895,2
the way that you see me (feat. Ayleen Valentine),Powfu,64,0.757,0.673,1,-8.513,1,0.141,0.095,0.0,0.338,0.574,92.958,185806,https://i.scdn.co/image/ab67616d0000b273bc506cb190ca405fa7d66adb,1
say goodbye,Sarcastic Sounds,67,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,339023,https://i.scdn.co/image/ab67616d0000b27308d67d4c249bcf953b7b4060,2
Can't Trust A Soul,7ru7h,72,0.835,0.869,10,-4.582,0,0.27,0.248,0.0,0.462,0.82,140.945,224656,https://i.scdn.co/image/ab67616d0000b273f02d157c654460b50c1f1b69,1
Me and You,Cold Hart,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,https://i.scdn.co/image/ab67616d0000b273b38dd929c23e733d0d56d016,2
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,84,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,https://i.scdn.co/image/ab67616d0000b273d6da56e427f7f87f0e544c6f,2
Secrets,LUM!X,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,158537,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2
Girls Want Girls (with Lil Baby),Drake,75,0.587,0.583,5,-5.284,0,0.0313,0.248,0.0,0.124,0.15,139.92,219493,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,0
Apricots,MAY-A,65,0.269,0.58,0,-5.958,1,0.0352,0.474,0.0,0.116,0.281,155.625,283520,https://i.scdn.co/image/ab67616d0000b2737002b491db4917f96f10283a,0
the long way home (feat. Sara Kays & Sarcastic Sounds),Powfu,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0.0,0.116,0.315,156.822,196147,https://i.scdn.co/image/ab67616d0000b273709983bba4a1938bea2f2d0d,2
Thot Shit,Megan Thee Stallion,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0.0,0.112,0.701,140.061,206734,https://i.scdn.co/image/ab67616d0000b27345fd9c645c76bd5b11bd7f3e,0
Old Friends,Scott Helman,79,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,200221,https://i.scdn.co/image/ab67616d0000b273733913465adb99353020b805,1
What If I Told You That I Love You,Ali Gatie,58,0.808,0.676,4,-4.902,1,0.223,0.0618,2.68e-06,0.11,0.0763,144.018,144973,https://i.scdn.co/image/ab67616d0000b2732a0e84f7f86349253277349b,1
Hide and Seek,Lizz Robinett,0,0.832,0.549,1,-8.259,0,0.0602,0.168,0.0,0.11,0.384,140.045,181496,https://i.scdn.co/image/ab67616d0000b2730cabafb8b01b956fae313c57,2
Rockstar,Josh Golden,70,0.731,0.725,2,-5.21,1,0.249,0.00432,0.0,0.0556,0.351,149.963,179200,https://i.scdn.co/image/ab67616d0000b27397265410628ab7f94a380c9d,1
"10,000 Hours (with Justin Bieber)",Dan + Shay,76,0.63,0.446,1,-8.9,1,0.0351,0.337,0.0,0.166,0.177,143.078,202193,https://i.scdn.co/image/ab67616d0000b27386953b1cbaa29e477db0b479,0
I Don't Care (with Justin Bieber),Ed Sheeran,80,0.805,0.33,1,-8.712,0,0.1,0.22,0.0,0.105,0.211,121.97,242983,https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259,0
Lose You To Love Me,Selena Gomez,0,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,214707,https://i.scdn.co/image/ab67616d0000b2732abcc266597eb46f897a8666,0
Here With Me,Marshmello,80,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707,https://i.scdn.co/image/ab67616d0000b27364fa1bda999f4fbd2b7c4bb7,0
The Middle,Zedd,87,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,297787,https://i.scdn.co/image/ab67616d0000b273fbe22d168a743b782a5e856a,1
Girls Like You,Maroon 5,83,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,https://i.scdn.co/image/ab67616d0000b273deae7d931928fc1543e70203,2
Unbelievable,Why Don't We,80,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707,https://i.scdn.co/image/ab67616d0000b273e70279cb2c329286f7e95af1,0
Easier,5 Seconds of Summer,80,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707,https://i.scdn.co/image/ab67616d0000b273726005f0f81903e157d9dbc7,0
Blank Space,Taylor Swift,73,0.53,0.37,6,-9.989,1,0.0279,0.806,0.0,0.112,0.701,140.061,206734,https://i.scdn.co/image/ab67616d0000b27352b2a3824413eefe9e33817a,0
Post Malone (feat. RANI),Sam Feldt,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,158537,https://i.scdn.co/image/ab67616d0000b27354de16ac6dc5346bfc1187f5,2
Million Ways,HRVY,0,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,214707,https://i.scdn.co/image/ab67616d0000b273f460dcdffa04e30a8a3d68eb,0
Fallin' All In You,Shawn Mendes,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0.0,0.116,0.315,156.822,196147,https://i.scdn.co/image/ab67616d0000b273269423eb6467e308c0fbce24,2
Lie To Me (feat. Julia Michaels),5 Seconds of Summer,76,0.63,0.446,1,-8.9,1,0.0351,0.337,0.0,0.166,0.177,143.078,202193,https://i.scdn.co/image/ab67616d0000b2734be7119afe5f4282eb8d24c7,0
"fuck, i'm lonely (with Anne-Marie)",Lauv,57,0.443,0.579,6,-6.517,0,0.187,0.125,0.0,0.284,0.256,83.827,240437,https://i.scdn.co/image/ab67616d0000b27325a1320532b730a8d42a9915,1
